Lambda,flux
0,0.9812944376465385
3.0517578125e-05,0.9812593230533946
6.103515625e-05,0.9812243545581445
0.0001220703125,0.9811546858999929
0.000244140625,0.9810161113460448
0.00048828125,0.9807411357026559
0.0009765625,0.9801973998980428
0.001953125,0.9791277919952827
0.00390625,0.9770402464951755
0.0078125,0.9730155839093575
0.015625,0.9654049653624196
0.03125,0.9514419636077603
0.0625,0.9269169480452926
0.125,0.8860676920847294
0.25,0.8216504096821087
0.5,0.7260795980146252
1.0,0.5965032271664403
2.0,0.4439046249489223
4.0,0.29526243922603324
8.0,0.17723764371788553
16.0,0.09857028314858038
32.0,0.05222869170430866
64.0,0.026919826884488497
128.0,0.013670963380699851
256.0,0.006889522897949706
512.0,0.0034584361492084026
0.1111111111111111,0.8944552821707993
1.7777777777777777,0.4704258230723166
