Lambda,flux
3.0517578125e-05,0.9953913509251359
6.103515625e-05,0.995355825532413
0.0001220703125,0.9952843861073245
0.000244140625,0.9951446444733631
0.00048828125,0.9948715244690015
0.0009765625,0.9943396083001184
0.001953125,0.9933026291898236
0.00390625,0.9912878817306373
0.0078125,0.9873840042295443
0.015625,0.9799096689959594
0.03125,0.9658972794458243
0.0625,0.9406100202335096
0.125,0.8975932920133173
0.25,0.829971875362964
0.5,0.7328707500832582
1.0,0.6066534436465865
2.0,0.46101200515430923
4.0,0.31644735912420474
8.0,0.19612751135971732
16.0,0.11178565466772859
32.0,0.06016396522393719
64.0,0.03128701206974325
128.0,0.015964608351718697
256.0,0.008065257216365257
512.0,0.0040537149334059774
