Lambda,flux
0,0.9984920312113141
3.0517578125e-05,0.9984604284312688
6.103515625e-05,0.9984289608148879
0.0001220703125,0.9983660336938562
0.000244140625,0.9982408287925036
0.00048828125,0.9979911404505246
0.0009765625,0.9974941862155479
0.001953125,0.9965054270221446
0.00390625,0.9945428719020052
0.0078125,0.9906630311926272
0.015625,0.9830495874474863
0.03125,0.9683138220717151
0.0625,0.9405143362705632
0.125,0.8904499399564632
0.25,0.8071282287462693
0.5,0.6841756830843176
1.0,0.5296109361280602
2.0,0.368588582481256
4.0,0.2308477464413464
8.0,0.13255744652676427
16.0,0.07168044766959775
32.0,0.03737686439022024
64.0,0.019099860008212358
128.0,0.009656491336943003
256.0,0.004855385503093394
0.25,0.8071282330240125
1.5,0.43416107011773764
