x=0,x=1/9,x=2/9,x=1/3
0.8371501800525959,0.9330092313393473,1.0064995868118607,1.0538980087332475
0.6421874507818698,0.7480399265052902,0.8141365976126584,0.8387134737866729
0.578041144844628,0.7082307091372227,0.7653652088204955,0.7545257873405783
0.5461075597958555,0.6899482258410026,0.7340277383616233,0.6977900077414997
0.5271903618012647,0.6682178830929779,0.700572073206284,0.6562397285114762
0.5148675990516313,0.6447661587807103,0.6690339044645071,0.6254459769388467
0.5063420569377657,0.6232725726301073,0.6424232440367561,0.6023013346068883
0.5001457574252745,0.6049449106624923,0.620815114840482,0.584545379030254
