Lambda,flux
0.11111111111111109,0.906460193118297
0.13162345319027385,0.8934834942554594
0.15592260086758986,0.8790007735105827
0.18470764040940874,0.8629187841718798
0.21880671715182365,0.8451621894124756
0.259200861234755,0.8256628381971699
0.30705221183050296,0.8043692887079957
0.3637374518775803,0.7812486812588146
0.43088741523682356,0.7562902788932135
0.5104340057673192,0.729509633337399
0.6046657781835484,0.7009559465163614
0.716293779754525,0.670697816372595
0.8485295471100367,0.6388683223412628
1.0051775021214193,0.6056207108447821
1.1907444050855556,0.5711617334930358
1.4105690141792315,0.535742771178437
1.6709756814852375,0.49965679331749974
1.9794563045465232,0.46323471233169033
2.344885868193045,0.426836547830387
2.777777777777778,0.3908354957513234
