Lambda,flux
0.037037037037037035,0.9632975832645255
0.012345679012345678,0.982988544967537
0.00411522633744856,0.9906907984407991
0.0013717421124828531,0.9934879244039304
0.0004572473708276177,0.9944716450503072
0.00015241579027587258,0.9948155587379481
5.080526342529086e-05,0.9949342947851445
1.6935087808430286e-05,0.9949748557168423
5.645029269476762e-06,0.9949885241315329
1.8816764231589208e-06,0.9949931007298647
6.272254743863069e-07,0.9949946291710385
2.0907515812876897e-07,0.9949951214244414
6.969171937625632e-08,0.994995291364906
2.3230573125418773e-08,0.9949953480151478
7.743524375139592e-09,0.9949953668989422
2.581174791713197e-09,0.9949953731935827
8.603915972377324e-10,0.9949953752918014
