point,alpha,c
[ 0.59472222 -0.33333333],1.0002602523616597,0.003333224003631894
[ 0.59416667 -0.33333333],0.9998568738527001,0.003351091367465935
[ 0.59361111 -0.33333333],0.9994423453692846,0.003368748624288563
[ 0.59305556 -0.33333333],0.9990160910053422,0.0033861889766297797
[ 0.5925     -0.33333333],0.9985775134203023,0.003403405350037867
[ 0.59194444 -0.33333333],0.9981259948332499,0.003420390401622171
[ 0.59138889 -0.33333333],0.9976608980006275,0.003437136529069978
[ 0.59083333 -0.33333333],0.9971815671798335,0.003453635880156453
[ 0.59027778 -0.33333333],0.9966873290809863,0.0034698803627670775
[ 0.58972222 -0.33333333],0.9961774938089442,0.0034858616554492945
[ 0.58916667 -0.33333333],0.9956513557975439,0.0035015712185098844
[ 0.58861111 -0.33333333],0.9951081947379141,0.003517000305671998
[ 0.58805556 -0.33333333],0.994547276502558,0.0035321399763047798
[ 0.5875     -0.33333333],0.9939678540667917,0.0035469811082361686
[ 0.58694444 -0.33333333],0.9933691684289732,0.0035615144111569765
[ 0.58638889 -0.33333333],0.992750449530866,0.0035757304406230143
[ 0.58583333 -0.33333333],0.992110917179309,0.0035896196126582853
[ 0.58527778 -0.33333333],0.9914497819702572,0.0036031722189605016
[ 0.58472222 -0.33333333],0.9907662462161446,0.003616378442706871
[ 0.58416667 -0.33333333],0.9900595048773688,0.00362922837495541
[ 0.58361111 -0.33333333],0.98932874649857,0.0036417120316333176
[ 0.58305556 -0.33333333],0.9885759660476388,0.003653858259026169
[ 0.5825     -0.33333333],0.9877909875545452,0.0036655397134987043
[ 0.58194444 -0.33333333],0.9869704682275979,0.00367671177238253
[ 0.58138889 -0.33333333],0.9861166709310258,0.0036874036126153947
[ 0.58083333 -0.33333333],0.9852309029640899,0.003697632958103173
[ 0.58027778 -0.33333333],0.9843134896219573,0.0037074052994744717
[ 0.57972222 -0.33333333],0.9833623901324425,0.003716695264922159
[ 0.57916667 -0.33333333],0.9823671593841837,0.003725365628342636
[ 0.57861111 -0.33333333],0.9813270736788744,0.003733408625418617
[ 0.57805556 -0.33333333],0.9802405919431111,0.0037408061949041104
[ 0.5775     -0.33333333],0.9791056205695453,0.003747533575857713
[ 0.57694444 -0.33333333],0.9779194681488214,0.003753558317157461
[ 0.57638889 -0.33333333],0.9766789148929571,0.0037588414385904866
[ 0.57583333 -0.33333333],0.975379546394067,0.0037633302485571072
[ 0.57527778 -0.33333333],0.9740185353695415,0.0037669886456036298
[ 0.57472222 -0.33333333],0.9725917489422046,0.0037697658244696024
[ 0.57416667 -0.33333333],0.971094536064826,0.0037716049552809824
[ 0.57361111 -0.33333333],0.9695217587226377,0.003772443691236263
[ 0.57305556 -0.33333333],0.9678678240577875,0.0037722147204545487
[ 0.5725     -0.33333333],0.9661267175435589,0.0037708463644189746
[ 0.57194444 -0.33333333],0.9642920373291379,0.0037682632250040575
[ 0.57138889 -0.33333333],0.9623570298637882,0.0037643868814308066
[ 0.57083333 -0.33333333],0.9603146268924391,0.0037591366376496264
[ 0.57027778 -0.33333333],0.9581574838931436,0.003752430319616177
[ 0.56972222 -0.33333333],0.9558780200007189,0.0037441851207096546
[ 0.56916667 -0.33333333],0.9534665485024851,0.0037342958528545763
[ 0.56861111 -0.33333333],0.9508981393742963,0.0037224546726090774
[ 0.56805556 -0.33333333],0.9481637656484995,0.003708570491930836
[ 0.5675     -0.33333333],0.9452544052031268,0.003692560976676453
[ 0.56694444 -0.33333333],0.9421561151781193,0.003674284931631519
[ 0.56638889 -0.33333333],0.9388500898804725,0.0036535454501358667
[ 0.56583333 -0.33333333],0.9353117822629418,0.0036300810341682492
[ 0.56527778 -0.33333333],0.9315147806334387,0.0036036199205052204
[ 0.56472222 -0.33333333],0.927438192119148,0.0035739779354577736
[ 0.56416667 -0.33333333],0.9230522844636746,0.0035408754158835236
[ 0.56361111 -0.33333333],0.9183214245586985,0.003503981758802056
[ 0.56305556 -0.33333333],0.9132048650851751,0.003462932529967452
[ 0.5625     -0.33333333],0.9076576164220042,0.003417348278899873
[ 0.56194444 -0.33333333],0.901622879456299,0.0033667535062831687
[ 0.56138889 -0.33333333],0.8950482092264533,0.0033107804102921793
[ 0.56083333 -0.33333333],0.8878611586982064,0.0032488934362477416
[ 0.56027778 -0.33333333],0.8799816591102427,0.0031805596078727703
[ 0.55972222 -0.33333333],0.8713209091609759,0.0031052562798851227
[ 0.55916667 -0.33333333],0.8617814328973886,0.0030224983825482086
[ 0.55861111 -0.33333333],0.8512563506482348,0.0029318591372517713
[ 0.55805556 -0.33333333],0.8396403471765292,0.002833111431148697
[ 0.5575     -0.33333333],0.8268453037880695,0.0027263947087558986
[ 0.55694444 -0.33333333],0.812824779684612,0.002612419546879879
[ 0.55638889 -0.33333333],0.7976068706747259,0.0024926753217448107
[ 0.55583333 -0.33333333],0.7813282708174448,0.0023695415792458685
[ 0.44416667 -0.33333333],0.7813227647381431,0.002369499084311072
[ 0.44361111 -0.33333333],0.7976012312235053,0.0024926291045852963
[ 0.44305556 -0.33333333],0.8128192989160801,0.0026123726515235313
[ 0.4425     -0.33333333],0.8268406969257647,0.0027263542252859312
[ 0.44194444 -0.33333333],0.8396358830657583,0.0028330712045986986
[ 0.44138889 -0.33333333],0.8512523765154101,0.0029318223021092098
[ 0.44083333 -0.33333333],0.8617780493572744,0.003022466666975157
[ 0.44027778 -0.33333333],0.8713179562531186,0.003105228617629262
[ 0.43972222 -0.33333333],0.8799790830265019,0.003180536106838132
[ 0.43916667 -0.33333333],0.8878588484304429,0.0032488728871740966
[ 0.43861111 -0.33333333],0.8950460842335246,0.0033107612356079582
[ 0.43805556 -0.33333333],0.9016209754486686,0.0033667359655967237
[ 0.4375     -0.33333333],0.9076559678636726,0.003417333425135548
[ 0.43694444 -0.33333333],0.9132033522956707,0.003462918965061386
[ 0.43638889 -0.33333333],0.9183200843099664,0.003503970167806652
[ 0.43583333 -0.33333333],0.9230511245777562,0.003540866145525286
[ 0.43527778 -0.33333333],0.9274371977872597,0.003573970938838321
[ 0.43472222 -0.33333333],0.9315139209676208,0.003603614823342701
[ 0.43416667 -0.33333333],0.9353110169711039,0.0036300772234767052
[ 0.43361111 -0.33333333],0.9388493623378315,0.003653542005436497
[ 0.43305556 -0.33333333],0.9421553938117144,0.003674281131334918
[ 0.4325     -0.33333333],0.9452536607673752,0.0036925561593522905
[ 0.43194444 -0.33333333],0.9481630067770322,0.0037085648036855614
[ 0.43138889 -0.33333333],0.9508973941635084,0.0037224486724589207
[ 0.43083333 -0.33333333],0.9534658458611841,0.003734290163421745
[ 0.43027778 -0.33333333],0.9558773506241117,0.0037441797658491574
[ 0.42972222 -0.33333333],0.9581568174048408,0.0037524247452294934
[ 0.42916667 -0.33333333],0.9603139833522,0.0037591312132782702
[ 0.42861111 -0.33333333],0.9623564258714932,0.003764381923583306
[ 0.42805556 -0.33333333],0.9642914858865588,0.003768258991294782
[ 0.4275     -0.33333333],0.9661262279876118,0.0037708430494476234
[ 0.42694444 -0.33333333],0.9678674020673136,0.0037722124534780303
[ 0.42638889 -0.33333333],0.9695214064008308,0.003772442535672664
[ 0.42583333 -0.33333333],0.9710942520995235,0.003771604910076208
[ 0.42527778 -0.33333333],0.9725915288463265,0.0037697668273499827
[ 0.42472222 -0.33333333],0.974018371804079,0.0037669905782328305
[ 0.42416667 -0.33333333],0.9753794295760826,0.003763332943612081
[ 0.42361111 -0.33333333],0.9766788330911977,0.003758844688769732
[ 0.42305556 -0.33333333],0.9779194028903796,0.0037535618277651263
[ 0.4225     -0.33333333],0.9791055620314196,0.003747537137472124
[ 0.42194444 -0.33333333],0.9802405226464851,0.0037408094665504136
[ 0.42138889 -0.33333333],0.9813269631610432,0.0037334110332539736
[ 0.42083333 -0.33333333],0.9823670061003634,0.0037253671409421835
[ 0.42027778 -0.33333333],0.9833621963269675,0.0037166959227032774
[ 0.41972222 -0.33333333],0.9843132536422001,0.003707405111089258
[ 0.41916667 -0.33333333],0.9852306389431558,0.0036976321612313357
[ 0.41861111 -0.33333333],0.9861163974871857,0.0036874025223090443
[ 0.41805556 -0.33333333],0.9869702053240982,0.0036767107394378644
[ 0.4175     -0.33333333],0.9877907549142926,0.003665539094902503
[ 0.41694444 -0.33333333],0.9885757366413104,0.0036538575760371246
[ 0.41638889 -0.33333333],0.9893285543862594,0.003641711964517391
[ 0.41583333 -0.33333333],0.9900593000292223,0.0036292280521199195
[ 0.41527778 -0.33333333],0.9907660317980118,0.003616377918577738
[ 0.41472222 -0.33333333],0.9914495609199804,0.0036031715441337195
[ 0.41416667 -0.33333333],0.9921106922173181,0.003589618834051463
[ 0.41361111 -0.33333333],0.9927502231702516,0.003575729601620646
[ 0.41305556 -0.33333333],0.993368942985063,0.0035615135517499353
[ 0.4125     -0.33333333],0.9939676316662255,0.0035469802651549556
[ 0.41194444 -0.33333333],0.994547059091858,0.0035321391831466464
[ 0.41138889 -0.33333333],0.995107984091562,0.0035169995930219235
[ 0.41083333 -0.33333333],0.9956511535255625,0.003501570614055358
[ 0.41027778 -0.33333333],0.9961773013639774,0.00348586118408874
[ 0.40972222 -0.33333333],0.9966871477648853,0.0034698800467121206
[ 0.40916667 -0.33333333],0.9971813981497377,0.0034536357390278854
[ 0.40861111 -0.33333333],0.9976607422745453,0.003437136579987309
[ 0.40805556 -0.33333333],0.9981258532951226,0.003420390659286949
[ 0.4075     -0.33333333],0.9985773868245604,0.0034034058268106178
[ 0.40694444 -0.33333333],0.9990159799809396,0.00338618968260068
[ 0.40638889 -0.33333333],0.9994422504231943,0.003368749567341619
[ 0.40583333 -0.33333333],0.9998567953728805,0.003351092553336952
[ 0.40527778 -0.33333333],1.000260190619467,0.0033332254359600237
[ 0.40472222 -0.33333333],1.0006529895066356,0.0033151547255579833
[ 0.40416667 -0.33333333],1.0010357218969252,0.0032968866397877082
[ 0.40361111 -0.33333333],1.0014088931119203,0.003278427096362097
[ 0.40305556 -0.33333333],1.001772982845012,0.0032597817061843296
[ 0.4025     -0.33333333],1.002128444043642,0.0032409565990758533
[ 0.40194444 -0.33333333],1.0024757017577337,0.0032219566096498534
[ 0.40138889 -0.33333333],1.0028151519509088,0.0032027851750932915
[ 0.40083333 -0.33333333],1.003147160270857,0.0031834461953197065
[ 0.40027778 -0.33333333],1.0034720607751062,0.0031639432116765532
[ 0.39972222 -0.33333333],1.0037901546082324,0.0031442794015945027
[ 0.39916667 -0.33333333],1.0041017086263608,0.0031244575734748403
[ 0.39861111 -0.33333333],1.0044069539646263,0.003104480161798931
[ 0.39805556 -0.33333333],1.0047060845430653,0.003084349222445073
[ 0.3975     -0.33333333],1.0049992555061702,0.0030640664282002273
[ 0.39694444 -0.33333333],1.0052865815911753,0.003043633064456292
[ 0.39638889 -0.33333333],1.005568135419862,0.0030230500250829338
[ 0.39583333 -0.33333333],1.0058439457084756,0.003002317808471818
[ 0.39527778 -0.33333333],1.006113343112482,0.0029814308927791056
[ 0.39472222 -0.33333333],1.0063783641314528,0.0029604070734997783
[ 0.39416667 -0.33333333],1.0066389899906452,0.002939246189836579
[ 0.39361111 -0.33333333],1.0068951416064078,0.0029179475741017806
[ 0.39305556 -0.33333333],1.0071466771001576,0.0028965100491324153
[ 0.3925     -0.33333333],1.0073933891781663,0.0028749319258885293
[ 0.39194444 -0.33333333],1.0076346970023353,0.0028532078790259254
[ 0.39138889 -0.33333333],1.0078745056975715,0.002831378399749288
[ 0.39083333 -0.33333333],1.00811256015907,0.0028094409866500905
[ 0.39027778 -0.33333333],1.0083476932136062,0.0027873842184059088
[ 0.38972222 -0.33333333],1.008578537391279,0.0027651951700268483
[ 0.38916667 -0.33333333],1.0088035163549143,0.0027428594136945403
[ 0.38861111 -0.33333333],1.009023945679991,0.0027203879857175587
[ 0.38805556 -0.33333333],1.009243480644713,0.002697812910012981
[ 0.3875     -0.33333333],1.0094605698735561,0.0026751208570151403
[ 0.38694444 -0.33333333],1.0096752342311754,0.0026523120185734193
[ 0.38638889 -0.33333333],1.0098874943112588,0.0026293866009320863
[ 0.38583333 -0.33333333],1.0100973704356437,0.0026063448249276917
[ 0.38527778 -0.33333333],1.0103048826536045,0.0025831869261877857
[ 0.38472222 -0.33333333],1.0105100507413032,0.0025599131553309777
[ 0.38416667 -0.33333333],1.0107128942014314,0.0025365237781685176
[ 0.38361111 -0.33333333],1.0109134322630287,0.002513019075907069
[ 0.38305556 -0.33333333],1.0111116838815015,0.002489399345352937
[ 0.3825     -0.33333333],1.0113076677388397,0.002465664899117525
[ 0.38194444 -0.33333333],1.0115014022440543,0.002441816065824166
[ 0.38138889 -0.33333333],1.0116929055338315,0.0024178531903162304
[ 0.38083333 -0.33333333],1.0118821954734265,0.002393776633866414
[ 0.38027778 -0.33333333],1.0120692896578136,0.0023695867743874473
[ 0.37972222 -0.33333333],1.0122542054130899,0.0023452840066438487
[ 0.37916667 -0.33333333],1.0124369597981713,0.002320868742465029
[ 0.37861111 -0.33333333],1.012617569606785,0.0022963414109595094
[ 0.37805556 -0.33333333],1.012796051369784,0.0022717024587304104
[ 0.3775     -0.33333333],1.0129724213578044,0.0022469523500919307
[ 0.37694444 -0.33333333],1.0131466955842967,0.0022220915672871663
[ 0.37638889 -0.33333333],1.0133188898089498,0.0021971206107069016
[ 0.37583333 -0.33333333],1.0134890195415465,0.0021720399991095158
[ 0.37527778 -0.33333333],1.013657100046286,0.0021468502698420867
[ 0.37472222 -0.33333333],1.0138231463466043,0.002121551979062371
[ 0.37416667 -0.33333333],1.0139871732305472,0.002096145701961941
[ 0.37361111 -0.33333333],1.0141491952567312,0.002070632032990323
[ 0.37305556 -0.33333333],1.0143092267609635,0.0020450115860801113
[ 0.3725     -0.33333333],1.0144672818635625,0.002019284994873048
[ 0.37194444 -0.33333333],1.0146233744774644,0.001993452912947125
[ 0.37138889 -0.33333333],1.0147775183171677,0.0019675160140444612
[ 0.37083333 -0.33333333],1.0149297269086432,0.001941474992300331
[ 0.37027778 -0.33333333],1.0150800136002478,0.0019153305624728507
[ 0.36972222 -0.33333333],1.0152283915748055,0.0018890834601736986
[ 0.36916667 -0.33333333],1.0153748738629307,0.0018627344420995447
[ 0.36861111 -0.33333333],1.015519473357767,0.0018362842862644593
[ 0.36805556 -0.33333333],1.0156622028312734,0.0018097337922329912
[ 0.3675     -0.33333333],1.0158030749522378,0.001783083781354091
[ 0.36694444 -0.33333333],1.0159421023062236,0.0017563350969958089
[ 0.36638889 -0.33333333],1.0160792974176642,0.0017294886047806608
[ 0.36583333 -0.33333333],1.0162146727743695,0.0017025451928217856
[ 0.36527778 -0.33333333],1.0163482408547335,0.0016755057719597378
[ 0.36472222 -0.33333333],1.016480014157976,0.0016483712759999766
[ 0.36416667 -0.33333333],1.0166100052378024,0.0016211426619509742
[ 0.36361111 -0.33333333],1.016738226739924,0.0015938209102629843
[ 0.36305556 -0.33333333],1.016864691443939,0.0015664070250673684
[ 0.3625     -0.33333333],1.0169894123101506,0.0015389020344164905
[ 0.36194444 -0.33333333],1.0171124025320062,0.0015113069905241727
[ 0.36138889 -0.33333333],1.0172336755949472,0.00148362297000673
[ 0.36083333 -0.33333333],1.0173531300671848,0.0014558501237454963
[ 0.36027778 -0.33333333],1.0174706570519219,0.0014279886363904612
[ 0.35972222 -0.33333333],1.0175863542949157,0.001400040430277217
[ 0.35916667 -0.33333333],1.01770024601918,0.0013720068251254279
[ 0.35861111 -0.33333333],1.0178123551242717,0.0013438891455356168
[ 0.35805556 -0.33333333],1.0179227031317124,0.0013156887214912346
[ 0.3575     -0.33333333],1.018031310122509,0.0012874068888640957
[ 0.35694444 -0.33333333],1.018138194665494,0.0012590449899231389
[ 0.35638889 -0.33333333],1.018243373734954,0.0012306043738465001
[ 0.35583333 -0.33333333],1.0183468626156968,0.0012020863972368283
[ 0.35527778 -0.33333333],1.0184486747933423,0.0011734924246397077
[ 0.35472222 -0.33333333],1.0185488218271839,0.0011448238290653193
[ 0.35416667 -0.33333333],1.0186473132023464,0.0011160819925130534
[ 0.35361111 -0.33333333],1.018744156157325,0.001087268306499207
[ 0.35305556 -0.33333333],1.0188393554820403,0.001058384172587658
[ 0.3525     -0.33333333],1.018932913280459,0.0010294310029234442
[ 0.35194444 -0.33333333],1.0190248286903767,0.001000410220769153
[ 0.35138889 -0.33333333],1.0191150975512007,0.000971323261044237
[ 0.35083333 -0.33333333],1.0192037120081459,0.0009421715708670033
[ 0.35027778 -0.33333333],1.0192906600383105,0.0009129566100993357
[ 0.34972222 -0.33333333],1.0193759248801302,0.0008836798518940942
[ 0.34916667 -0.33333333],1.0194594843424734,0.0008543427832450725
[ 0.34861111 -0.33333333],1.0195413099628163,0.0008249469055395006
[ 0.34805556 -0.33333333],1.0196213659746485,0.0007954937351129935
[ 0.3475     -0.33333333],1.0196996080317984,0.0007659848038068793
[ 0.34694444 -0.33333333],1.0197759816202896,0.0007364188553893045
[ 0.34638889 -0.33333333],1.0198504200646836,0.0007067979418857802
[ 0.34583333 -0.33333333],1.0199228420028787,0.0006771265375011763
[ 0.34527778 -0.33333333],1.0199931481563986,0.0006474061416010799
[ 0.34472222 -0.33333333],1.0200612171556764,0.000617638259292319
[ 0.34416667 -0.33333333],1.02012690008138,0.0005878244021478712
[ 0.34361111 -0.33333333],1.0201900132361323,0.0005579660889389879
[ 0.34305556 -0.33333333],1.0202503284391917,0.0005280648463756673
[ 0.3425     -0.33333333],1.0203075597937055,0.0004981222098569255
[ 0.34194444 -0.33333333],1.020361345334394,0.00046813972423328935
[ 0.34138889 -0.33333333],1.0204112210854634,0.00043811894458509724
[ 0.34083333 -0.33333333],1.0204565835955357,0.00040806143702234527
[ 0.34027778 -0.33333333],1.020496634500613,0.0003779687795154982
[ 0.33972222 -0.33333333],1.020540192450815,0.0003478525125672205
[ 0.33916667 -0.33333333],1.0205754617057003,0.000317702189151301
[ 0.33861111 -0.33333333],1.0206013790879074,0.00028752040906506756
[ 0.33805556 -0.33333333],1.020616455837019,0.00025730984494467613
[ 0.3375     -0.33333333],1.0206184935349927,0.0002270732424384177
[ 0.33694444 -0.33333333],1.0206040379517016,0.00019681342056543277
[ 0.33638889 -0.33333333],1.0205868866494,0.00016654499908276581
[ 0.33583333 -0.33333333],1.0205492060671053,0.00013626116909916665
[ 0.33527778 -0.33333333],1.0204834973821921,0.00010596679163827224
[ 0.33472222 -0.33333333],1.0203889593020552,7.567180396731182e-05
[ 0.33416667 -0.33333333],1.020264800850829,4.538649266233263e-05
[ 0.33361111 -0.33333333],1.0201102417142927,1.5121482444079953e-05
[ 0.33333333 -0.33305556],0.9859108713509976,1.2681820307616041e-05
[ 0.33333333 -0.3325    ],0.9859174382297199,3.8046544208484044e-05
[ 0.33333333 -0.33194444],0.9859144382155066,6.341096955299e-05
[ 0.33333333 -0.33138889],0.9859020751729831,8.877307814661682e-05
[ 0.33333333 -0.33083333],0.9858805558049564,0.00011413093685053355
[ 0.33333333 -0.33027778],0.9858500896127288,0.00013948269891940788
[ 0.33333333 -0.32972222],0.9858173789021752,0.00016483043873455352
[ 0.33333333 -0.32916667],0.985794673821773,0.0001901824561427309
[ 0.33333333 -0.32861111],0.9857641614773432,0.00021552829152579617
[ 0.33333333 -0.32805556],0.9857277468150522,0.00024086804204422673
[ 0.33333333 -0.3275    ],0.9856866105791049,0.0002662018149239314
[ 0.33333333 -0.32694444],0.9856415242849121,0.00029152972732597403
[ 0.33333333 -0.32638889],0.9855930140297432,0.00031685190627497547
[ 0.33333333 -0.32583333],0.9855509119036281,0.00034217784501775015
[ 0.33333333 -0.32527778],0.9855047078625879,0.00036749831586031616
[ 0.33333333 -0.32472222],0.9854551601737331,0.00039281381620402206
[ 0.33333333 -0.32416667],0.9854028290867887,0.0004181248341295624
[ 0.33333333 -0.32361111],0.9853481333350168,0.00044343184814877175
[ 0.33333333 -0.32305556],0.9852913883235379,0.000468735326982927
[ 0.33333333 -0.3225    ],0.985232832575138,0.000494035729358165
[ 0.33333333 -0.32194444],0.9851726464412824,0.0005193335038127001
[ 0.33333333 -0.32138889],0.9851109655953637,0.0005446290885122222
[ 0.33333333 -0.32083333],0.9850478909308371,0.0005699229110714464
[ 0.33333333 -0.32027778],0.984983495934702,0.0005952153883803838
[ 0.33333333 -0.31972222],0.9849178322573999,0.0006205069264344678
[ 0.33333333 -0.31916667],0.9848509339740958,0.0006457955280951556
[ 0.33333333 -0.31861111],0.9847828208829359,0.0006710818112361915
[ 0.33333333 -0.31805556],0.984713501085388,0.0006963685534386778
[ 0.33333333 -0.3175    ],0.9846429730249806,0.0007216560428182621
[ 0.33333333 -0.31694444],0.9845712271129754,0.0007469445617480963
[ 0.33333333 -0.31638889],0.9844982470357607,0.000772234386744839
[ 0.33333333 -0.31583333],0.9844240108147951,0.0007975257883556752
[ 0.33333333 -0.31527778],0.9843484916723555,0.0008228190310465043
[ 0.33333333 -0.31472222],0.9842716587437469,0.0008481143730917218
[ 0.33333333 -0.31416667],0.9841934776671523,0.0008734120664658082
[ 0.33333333 -0.31361111],0.9841139110752835,0.0008987123567369735
[ 0.33333333 -0.31305556],0.9840329190077124,0.0009240154829630162
[ 0.33333333 -0.3125    ],0.9839504592587069,0.0009493216775895729
[ 0.33333333 -0.31194444],0.983866487672364,0.0009746311663509971
[ 0.33333333 -0.31138889],0.9837809583943837,0.0009999441681738885
[ 0.33333333 -0.31083333],0.9836938240880383,0.001025260895083536
[ 0.33333333 -0.31027778],0.9836050361203829,0.0010505815521132786
[ 0.33333333 -0.30972222],0.983514544723666,0.0010759063372170342
[ 0.33333333 -0.30916667],0.9834222991359529,0.001101235441185053
[ 0.33333333 -0.30861111],0.9833282477242482,0.0011265690475629672
[ 0.33333333 -0.30805556],0.9832323380928546,0.0011519073325743372
[ 0.33333333 -0.3075    ],0.9831345171792124,0.0011772504650467402
[ 0.33333333 -0.30694444],0.9830347313390823,0.0012025986063415016
[ 0.33333333 -0.30638889],0.9829329264226554,0.001227951910287249
[ 0.33333333 -0.30583333],0.9828290478428628,0.001253310523117245
[ 0.33333333 -0.30527778],0.9827229574030824,0.001278673980706963
[ 0.33333333 -0.30472222],0.9826146611472923,0.0013040428309334386
[ 0.33333333 -0.30416667],0.982504201219877,0.0013294179229514141
[ 0.33333333 -0.30361111],0.982391517133033,0.0013547993685659628
[ 0.33333333 -0.30305556],0.9822765508055283,0.001380187289250189
[ 0.33333333 -0.3025    ],0.9821592463736901,0.0014055818161455773
[ 0.33333333 -0.30194444],0.9820395500234206,0.0014309830900641374
[ 0.33333333 -0.30138889],0.9819174098406979,0.0014563912614923389
[ 0.33333333 -0.30083333],0.9817927756783359,0.0014818064905967373
[ 0.33333333 -0.30027778],0.9816655990371214,0.0015072289472313858
[ 0.33333333 -0.29972222],0.9815358329596434,0.0015326588109469232
[ 0.33333333 -0.29916667],0.9814034319353956,0.001558096271001359
[ 0.33333333 -0.29861111],0.9812683518158672,0.0015835415263725427
[ 0.33333333 -0.29805556],0.9811305497385435,0.0016089947857722523
[ 0.33333333 -0.2975    ],0.9809899840588271,0.001634456267661863
[ 0.33333333 -0.29694444],0.9808466142890507,0.0016599262002696717
[ 0.33333333 -0.29638889],0.980700401043816,0.0016854048216096977
[ 0.33333333 -0.29583333],0.9805513059910028,0.0017108923795020035
[ 0.33333333 -0.29527778],0.9803992918078791,0.001736389131594523
[ 0.33333333 -0.29472222],0.9802443221417599,0.0017618953453862592
[ 0.33333333 -0.29416667],0.9800863615747929,0.0017874112982519334
[ 0.33333333 -0.29361111],0.9799253755924406,0.0018129372774679496
[ 0.33333333 -0.29305556],0.9797613305552862,0.0018384735802396373
[ 0.33333333 -0.2925    ],0.979594193673865,0.001864020513729808
[ 0.33333333 -0.29194444],0.9794239329862002,0.0018895783950884665
[ 0.33333333 -0.29138889],0.9792505173377964,0.0019151475514836618
[ 0.33333333 -0.29083333],0.9790739163638639,0.0019407283201335259
[ 0.33333333 -0.29027778],0.9788941004735303,0.001966321048339231
[ 0.33333333 -0.28972222],0.9787110408358958,0.0019919260935190707
[ 0.33333333 -0.28916667],0.9785247093677112,0.0020175438232433365
[ 0.33333333 -0.28861111],0.9783350787225699,0.002043174615270253
[ 0.33333333 -0.28805556],0.9781421222814227,0.0020688188575824964
[ 0.33333333 -0.2875    ],0.9779458141443391,0.0020944769484246583
[ 0.33333333 -0.28694444],0.9777461291233556,0.002120149296341296
[ 0.33333333 -0.28638889],0.9775430427363414,0.002145836320215706
[ 0.33333333 -0.28583333],0.9773365312017448,0.002171538449309089
[ 0.33333333 -0.28527778],0.9771265714341718,0.0021972561233003845
[ 0.33333333 -0.28472222],0.976913141040696,0.0022229897923264526
[ 0.33333333 -0.28416667],0.9766962183178161,0.002248739917022546
[ 0.33333333 -0.28361111],0.9764757822490284,0.002274506968563271
[ 0.33333333 -0.28305556],0.9762518125029009,0.0023002914287034455
[ 0.33333333 -0.2825    ],0.9760242894316485,0.002326093789819474
[ 0.33333333 -0.28194444],0.975793194070105,0.002351914554950469
[ 0.33333333 -0.28138889],0.9755585081350848,0.002377754237839594
[ 0.33333333 -0.28083333],0.9753202140250521,0.0024036133629751783
[ 0.33333333 -0.28027778],0.9750782948200851,0.002429492465631735
[ 0.33333333 -0.27972222],0.9748327342820949,0.002455392091910892
[ 0.33333333 -0.27916667],0.9745835168552307,0.0024813127987817337
[ 0.33333333 -0.27861111],0.9743306276664796,0.0025072551541210266
[ 0.33333333 -0.27805556],0.9740740525264068,0.002533219736752842
[ 0.33333333 -0.2775    ],0.9738174597981819,0.0025592387991501746
[ 0.33333333 -0.27694444],0.9735544786739903,0.0025852617117676667
[ 0.33333333 -0.27638889],0.9732817925829869,0.0026112607857727765
[ 0.33333333 -0.27583333],0.9730020611919318,0.0026372591986935714
[ 0.33333333 -0.27527778],0.9727175887400908,0.0026632778761298925
[ 0.33333333 -0.27472222],0.9724303404158229,0.0026893354854779015
[ 0.33333333 -0.27416667],0.972141319472708,0.0027154422193193073
[ 0.33333333 -0.27361111],0.971845516800254,0.002741549730459092
[ 0.33333333 -0.27305556],0.9715424778888176,0.002767653121353204
[ 0.33333333 -0.2725    ],0.9712326035386669,0.002793756039159317
[ 0.33333333 -0.27194444],0.9709161876464979,0.0028198613529545327
[ 0.33333333 -0.27138889],0.970593422461531,0.002845971157626818
[ 0.33333333 -0.27083333],0.9702644036024872,0.0028720867781871343
[ 0.33333333 -0.27027778],0.9699262605964359,0.002898184697237652
[ 0.33333333 -0.26972222],0.9695798441205181,0.0029242719596116623
[ 0.33333333 -0.26916667],0.9692251873985008,0.002950348873230072
[ 0.33333333 -0.26861111],0.968862255279713,0.0029764151461926934
[ 0.33333333 -0.26805556],0.9684909479475603,0.003002469894222478
[ 0.33333333 -0.2675    ],0.9681111044721901,0.0030285116484572655
[ 0.33333333 -0.26694444],0.9677225062165676,0.003054538363590807
[ 0.33333333 -0.26638889],0.9673248801048852,0.0030805474263719767
[ 0.33333333 -0.26583333],0.9669179017618252,0.0031065356644751764
[ 0.33333333 -0.26527778],0.9665011985308612,0.003132499355760274
[ 0.33333333 -0.26472222],0.9660743523793673,0.003158434237943692
[ 0.33333333 -0.26416667],0.9656369026979491,0.003184335518705381
[ 0.33333333 -0.26361111],0.9651883490010026,0.003210199256485826
[ 0.33333333 -0.26305556],0.9647281535351493,0.0032360192459653186
[ 0.33333333 -0.2625    ],0.9642557438018005,0.003261787222432805
[ 0.33333333 -0.26194444],0.96377051499973,0.0032874958732093352
[ 0.33333333 -0.26138889],0.9632718323931682,0.0033131374449585586
[ 0.33333333 -0.26083333],0.9627590336105628,0.003338703756348512
[ 0.33333333 -0.26027778],0.9622314308787855,0.0033641862113694765
[ 0.33333333 -0.25972222],0.9616883131972118,0.003389575813335057
[ 0.33333333 -0.25916667],0.961128948455762,0.0034148631795914673
