x,y,alpha,std_alpha,c
0.9983333333333333,0.0,0.9996117133559146,6.608654284444671e-05,3.369852416116975e-06
0.995,0.0,0.9998901086336757,2.5865167921304432e-05,1.0121945010633774e-05
0.9916666666666667,0.0,0.9999480889745058,1.4272844670057834e-05,1.6874082482405662e-05
0.9883333333333334,0.0,0.9999671213857501,8.629323502475572e-06,2.362550877893184e-05
0.9850000000000001,0.0,0.9999746080307882,5.642360973038931e-06,3.0376547724614967e-05
0.9816666666666668,0.0,0.9999777631475163,3.861294093884448e-06,3.712736902278771e-05
0.9783333333333335,0.0,0.999978226193241,2.7519517315432497e-06,4.387781655849416e-05
0.9750000000000002,0.0,0.9999784569623988,2.105263326146511e-06,5.0628308650792964e-05
0.9716666666666669,0.0,0.9999784092610989,1.670429843962862e-06,5.737876150692465e-05
0.9683333333333336,0.0,0.9999784054344788,1.5111398758828304e-06,6.412925891570682e-05
0.9650000000000003,0.0,0.9999781851247261,1.6345682573136442e-06,7.087968915553884e-05
0.961666666666667,0.0,0.9999781755069302,1.9041412810002965e-06,7.763025042540986e-05
0.9583333333333337,0.0,0.9999778437510022,2.329294008513653e-06,8.438072312770878e-05
0.9550000000000004,0.0,0.9999773179687479,2.8733922863783354e-06,9.113118952995406e-05
0.9516666666666671,0.0,0.9999765598983843,3.5015421339309135e-06,9.788166940894263e-05
0.9483333333333338,0.0,0.9999755132586801,4.199756281818252e-06,0.00010463218157461018
0.9450000000000005,0.0,0.9999741354208439,4.961825639332865e-06,0.00011138276199903508
0.9416666666666672,0.0,0.9999723935114102,5.785220044608381e-06,0.00011813346381679412
0.9383333333333339,0.0,0.9999702617800638,6.669183897942244e-06,0.00012488435732535853
0.9350000000000006,0.0,0.9999677197783196,7.613833983753648e-06,0.00013163552998550073
0.9316666666666673,0.0,0.9999647510721574,8.619703172130115e-06,0.0001383870864216826
0.928333333333334,0.0,0.9999613423149122,9.687518556284752e-06,0.0001451391484225063
0.9250000000000007,0.0,0.9999574825681614,1.0818085096989772e-05,0.00015189185494110492
0.9216666666666674,0.0,0.9999531627969019,1.2012215880950404e-05,0.00015864536209558088
0.9183333333333341,0.0,0.9999483754891435,1.3270701115342878e-05,0.00016539984316943541
0.9150000000000008,0.0,0.9999431143657463,1.4594282440852523e-05,0.00017215548861197538
0.9116666666666675,0.0,0.9999373741567422,1.598364473126531e-05,0.0001789125060387574
0.9083333333333342,0.0,0.9999311504271453,1.7439419374949288e-05,0.00018567112023201346
0.9050000000000009,0.0,0.9999244394401022,1.8962174388518175e-05,0.0001924315731410611
0.9016666666666676,0.0,0.9999172053563441,2.056736248736235e-05,0.00019919408344143256
0.8983333333333343,0.0,0.9999094429817768,2.225659847845489e-05,0.0002059589200354707
0.895000000000001,0.0,0.999901173562117,2.401954714407508e-05,0.00021272640291731336
0.8916666666666677,0.0,0.9998924104090019,2.5851721030338812e-05,0.0002194968620539597
0.8883333333333344,0.0,0.9998831579369465,2.7750208844515128e-05,0.00022627063393425482
0.8850000000000011,0.0,0.9998735278552147,2.970580016919287e-05,0.0002330482333906832
0.8816666666666678,0.0,0.9998635459751171,3.17181866741814e-05,0.00023983008105020795
0.8783333333333345,0.0,0.9998533478596479,3.379055960539907e-05,0.00024661679644395594
0.8750000000000012,0.0,0.9998431048894161,3.594545227359917e-05,0.0002534091107255619
0.8716666666666679,0.0,0.9998329956952349,3.821325741076993e-05,0.0002602078287969013
