alpha,c
3.46057336927287,0.043481220191936225
3.4203032871341628,0.039216580994228124
3.4190372029388096,0.03908950925064386
3.3696285803807187,0.03525465644202573
3.322916963645073,0.03127614669071253
3.322916963645073,0.03127614669071253
3.3697398507404235,0.035265385872810896
3.3134428603175423,0.03052629957485664
3.3134428603175423,0.03052629957485664
3.344509375638447,0.03461315447911971
3.2931817273246726,0.030345827590652266
3.2931817273246726,0.030345827590652266
3.263293789314579,0.02870828121366884
3.2211353549574233,0.025767538078794665
3.2097070202326035,0.02502360963925517
3.263293789314579,0.02870828121366884
3.2211353549574233,0.025767538078794665
3.2097070202326035,0.02502360963925517
3.3452728997088204,0.03470648531832469
3.3060460223440327,0.03138629284667763
3.3060460223440327,0.03138629284667763
3.250725724395525,0.027901914063806103
3.2034188451278527,0.024715423455148215
3.1991499737577533,0.02444643830876444
3.250725724395525,0.027901914063806103
3.2034188451278527,0.024715423455148215
3.1991499737577533,0.02444643830876444
3.3323624725084526,0.03597973861662617
3.2823536549334316,0.03165075259271282
3.2823536549334316,0.03165075259271282
3.2444799967275784,0.029389348993622076
3.1990153918942426,0.02615622097248086
3.1908850828110467,0.025616728381649533
3.2444799967275784,0.029389348993622076
3.1990153918942426,0.02615622097248086
3.1908850828110467,0.025616728381649533
3.227059484921214,0.02929122491683926
3.17642661591941,0.025725796209558626
3.1817817213284783,0.02608138034001231
3.1432861879824676,0.024162346968091015
3.098801231344595,0.021558313031343694
3.098801231344595,0.021558313031343694
3.131312707095405,0.023498813759354847
3.0810486966745914,0.02065798104434135
3.0810486966745914,0.02065798104434135
3.227059484921214,0.02929122491683926
3.17642661591941,0.025725796209558626
3.1817817213284783,0.02608138034001231
3.1432861879824676,0.024162346968091015
3.098801231344595,0.021558313031343694
3.098801231344595,0.021558313031343694
3.131312707095405,0.023498813759354847
3.0810486966745914,0.02065798104434135
3.0810486966745914,0.02065798104434135
3.3331038707131593,0.03601653463911786
3.2824463413095932,0.031630478496595574
3.2824463413095932,0.031630478496595574
3.243983068676476,0.0293345336903584
3.20206314948614,0.02634574345922509
3.1890506698741103,0.02548143531184852
3.243983068676476,0.0293345336903584
3.20206314948614,0.02634574345922509
3.1890506698741103,0.02548143531184852
3.209839670475088,0.028312458325794477
3.160957089145203,0.02497798709252316
3.1593569109772854,0.024875738675183022
3.1272891598723014,0.023409944972655743
3.0801228140892536,0.020743923651123465
3.0801228140892536,0.020743923651123465
3.1144137569682013,0.02272649007755467
3.0570712678963954,0.01961977188049266
3.0570712678963954,0.01961977188049266
3.209839670475088,0.028312458325794477
3.160957089145203,0.02497798709252316
3.1593569109772854,0.024875738675183022
3.1272891598723014,0.023409944972655743
3.0801228140892536,0.020743923651123465
3.0801228140892536,0.020743923651123465
3.1144137569682013,0.02272649007755467
3.0570712678963954,0.01961977188049266
3.0570712678963954,0.01961977188049266
3.3324857721523835,0.03948148270762433
3.2824925399896863,0.03473256380112503
3.2824925399896863,0.03473256380112503
3.2467511435937184,0.03241307290621618
3.2085506795903926,0.029389505693151702
3.2055090635555508,0.029161247739717178
3.2467511435937184,0.03241307290621618
3.2085506795903926,0.029389505693151702
3.2055090635555508,0.029161247739717178
3.2176836435814655,0.03155768235666009
3.166407202228402,0.02767068521007449
3.170076738320916,0.02793220016679968
3.135201119611942,0.026100319493902492
3.0869653791351586,0.02306459309457502
3.0869653791351586,0.02306459309457502
3.1226781258569867,0.025357960064683736
3.0705851930985357,0.022188101344544745
3.0705851930985357,0.022188101344544745
3.2176836435814655,0.03155768235666009
3.166407202228402,0.02767068521007449
3.170076738320916,0.02793220016679968
3.135201119611942,0.026100319493902492
3.0869653791351586,0.02306459309457502
3.0869653791351586,0.02306459309457502
3.1226781258569867,0.025357960064683736
3.0705851930985357,0.022188101344544745
3.0705851930985357,0.022188101344544745
3.2162958375870105,0.03337290777033557
3.1752078623990165,0.030036650894775065
3.175910364745162,0.03009079006864226
3.1248922830975547,0.027033418057685093
3.0774962549844913,0.023940640856292893
3.0774962549844913,0.023940640856292893
3.1250045727186215,0.027038736677603516
3.0710039673217646,0.023543360044765423
3.0710039673217646,0.023543360044765423
3.1080758175420216,0.026969567257715633
3.0565465203054965,0.023632370738162458
3.0565465203054965,0.023632370738162458
3.023869397089935,0.02223139402649585
2.982351427047622,0.019986900428356012
2.9700636802063043,0.01936714972777675
3.023869397089935,0.02223139402649585
2.982351427047622,0.019986900428356012
2.9700636802063043,0.01936714972777675
3.09300163231771,0.02621255120287039
3.043444957183514,0.023085468437216147
3.043444957183514,0.023085468437216147
2.99665544790278,0.020997235032975337
2.953204487781386,0.018784035374886123
2.9407098496991284,0.018191932259586683
2.99665544790278,0.020997235032975337
2.953204487781386,0.018784035374886123
2.9407098496991284,0.018191932259586683
3.2162958375870105,0.03337290777033557
3.1752078623990165,0.030036650894775065
3.175910364745162,0.03009079006864226
3.1248922830975547,0.027033418057685093
3.0774962549844913,0.023940640856292893
3.0774962549844913,0.023940640856292893
3.1250045727186215,0.027038736677603516
3.0710039673217646,0.023543360044765423
3.0710039673217646,0.023543360044765423
3.1080758175420216,0.026969567257715633
3.0565465203054965,0.023632370738162458
3.0565465203054965,0.023632370738162458
3.023869397089935,0.02223139402649585
2.982351427047622,0.019986900428356012
2.9700636802063043,0.01936714972777675
3.023869397089935,0.02223139402649585
2.982351427047622,0.019986900428356012
2.9700636802063043,0.01936714972777675
3.09300163231771,0.02621255120287039
3.043444957183514,0.023085468437216147
3.043444957183514,0.023085468437216147
2.99665544790278,0.020997235032975337
2.953204487781386,0.018784035374886123
