x,y,alpha,c
0.6666666666666667,-0.005555555555555555,0.7663924961237113,0.029140229955563854
0.6666666666666667,-0.0077777777777777776,0.8011568166593349,0.03151965043102415
0.6666666666666667,-0.01,0.8276748233508592,0.033175006020142006
0.6666666666666667,-0.012222222222222223,0.848543710829296,0.034286351678122176
0.6666666666666667,-0.014444444444444446,0.8653741658975429,0.03498782481106398
0.6666666666666667,-0.016666666666666666,0.8792109757570702,0.0353781037295071
0.6666666666666667,-0.01888888888888889,0.8907675059496349,0.035530974048848404
0.6666666666666667,-0.021111111111111112,0.9005367051668887,0.03550070617056089
0.6666666666666667,-0.023333333333333334,0.9088894554209339,0.03533021375028198
0.6666666666666667,-0.025555555555555557,0.9160881781901181,0.03505063508819452
0.6666666666666667,-0.02777777777777778,0.9223423853390672,0.03468741059004438
0.6666666666666667,-0.030000000000000002,0.9278112529217638,0.03426002591720687
0.6666666666666667,-0.03222222222222222,0.9326112929234601,0.03378272943494906
0.6666666666666667,-0.034444444444444444,0.9368635183496852,0.03327017357355527
0.6666666666666667,-0.03666666666666667,0.9406344519629765,0.03273028313097296
0.6666666666666667,-0.03888888888888889,0.9439847724332306,0.03217021253445305
0.6666666666666667,-0.04111111111111111,0.9469706941546306,0.031596395643456274
0.6666666666666667,-0.043333333333333335,0.949642091072771,0.031014348005664712
0.6666666666666667,-0.04555555555555556,0.9520394311217474,0.03042842871673222
0.6666666666666667,-0.04777777777777778,0.954190045497514,0.02984141253671486
0.6666666666666667,-0.05,0.9561122947303681,0.02925505276689732
0.6666666666666667,-0.052222222222222225,0.9578296717954519,0.02867158320691373
0.6666666666666667,-0.05444444444444445,0.9593618233746034,0.028092843465440994
0.6666666666666667,-0.05666666666666667,0.9607173382194241,0.027519514699523264
0.6666666666666667,-0.05888888888888889,0.9619188167858881,0.0269535892573628
0.6666666666666667,-0.061111111111111116,0.962960967934791,0.02639439486959089
0.6666666666666667,-0.06333333333333334,0.9638523572314708,0.025842696809243997
0.6666666666666667,-0.06555555555555556,0.9645950731514196,0.025298626340294523
0.6666666666666667,-0.06777777777777778,0.965187482926289,0.024762053371519478
0.6666666666666667,-0.07,0.9656242873428317,0.02423264834545477
0.6666666666666667,-0.07222222222222223,0.9658959177637999,0.02370979667773549
0.6666666666666667,-0.07444444444444445,0.9659878347886579,0.02319262120745825
0.6666666666666667,-0.07666666666666667,0.9658808796180751,0.022680096043771084
0.6666666666666667,-0.0788888888888889,0.9655492849752908,0.022170833451033493
0.6666666666666667,-0.08111111111111112,0.96496096806975,0.021663182821276515
0.6666666666666667,-0.08333333333333334,0.9640607518884389,0.02115418899079555
0.6666666666666667,-0.08555555555555557,0.9627953209922936,0.020641406268284018
0.6666666666666667,-0.08777777777777779,0.9610659025262585,0.02011967004588277
0.6666666666666667,-0.09000000000000001,0.9587586180369588,0.019583621066812582
0.6666666666666667,-0.09222222222222223,0.9557133511431002,0.01902580754725486
0.6666666666666667,-0.09444444444444446,0.9516932677978565,0.01843524268578462
0.6666666666666667,-0.09666666666666668,0.9463703854479087,0.01779740664142884
0.6666666666666667,-0.0988888888888889,0.9392293333406423,0.017089815745224394
0.6666666666666667,-0.10111111111111112,0.9294984387463219,0.016281019017835505
0.6666666666666667,-0.10333333333333335,0.9158994044853797,0.015321992949842683
0.6666666666666667,-0.10555555555555557,0.8962436290640878,0.014137407314948466
0.6666666666666667,-0.10777777777777779,0.8666319583621607,0.012615878949764127
0.6666666666666667,-0.11000000000000001,0.8210141979792032,0.010656473324729007
0.6666666666666667,-0.22333333333333333,0.7401548134763909,0.002897048189955261
0.6666666666666667,-0.22555555555555554,0.7954975469102004,0.0033748236433204727
0.6666666666666667,-0.22777777777777775,0.8340340817399173,0.003707614444982753
0.6666666666666667,-0.22999999999999995,0.861430160289009,0.003920319402409605
0.6666666666666667,-0.23222222222222216,0.8817128237554549,0.004046759589060127
0.6666666666666667,-0.23444444444444437,0.8972615766736511,0.004111905820337707
0.6666666666666667,-0.23666666666666658,0.9095092883594581,0.0041328727476269336
0.6666666666666667,-0.2388888888888888,0.9193833107603113,0.00412179588373111
0.6666666666666667,-0.241111111111111,0.9274820968194406,0.004086938031780053
0.6666666666666667,-0.2433333333333332,0.9342189913474716,0.00403424779508688
0.6666666666666667,-0.24555555555555542,0.9398897538404853,0.003968116552840009
0.6666666666666667,-0.24777777777777762,0.9446988323786162,0.0038915828299252516
0.6666666666666667,-0.24999999999999983,0.9488458633866,0.0038076333080538497
0.6666666666666667,-0.25222222222222207,0.9524453503743274,0.0037179914473947865
0.6666666666666667,-0.2544444444444443,0.9556092834988038,0.003624222594132353
0.6666666666666667,-0.25666666666666654,0.9583910003883647,0.003527129794802711
0.6666666666666667,-0.2588888888888888,0.9608434650624548,0.0034274696291758037
0.6666666666666667,-0.261111111111111,0.9630174711716984,0.003325929890292372
0.6666666666666667,-0.26333333333333325,0.9649596926402333,0.0032231103952184994
0.6666666666666667,-0.2655555555555555,0.9667105453704832,0.0031195132641175017
0.6666666666666667,-0.2677777777777777,0.9683018031420408,0.003015484493603016
0.6666666666666667,-0.26999999999999996,0.9697538882750217,0.002911223559340446
0.6666666666666667,-0.2722222222222222,0.9710752406781058,0.002806805835384857
0.6666666666666667,-0.27444444444444444,0.9722865041109929,0.0027023854068454417
0.6666666666666667,-0.27666666666666667,0.9734195006569069,0.0025982644658927847
0.6666666666666667,-0.2788888888888889,0.9744577015158539,0.002494280939682269
0.6666666666666667,-0.28111111111111114,0.9754399532668162,0.0023906807939882853
0.6666666666666667,-0.2833333333333334,0.9763643553822439,0.002287396263427543
0.6666666666666667,-0.2855555555555556,0.9772320775931912,0.002184394453715777
0.6666666666666667,-0.28777777777777785,0.9780444647680286,0.002081645195981809
0.6666666666666667,-0.2900000000000001,0.9788030390552581,0.001979121004922383
0.6666666666666667,-0.2922222222222223,0.9795095046785656,0.0018767970382552103
0.6666666666666667,-0.29444444444444456,0.9801657567614542,0.0017746510585781843
0.6666666666666667,-0.2966666666666668,0.9807738961781552,0.0016726633986643097
0.6666666666666667,-0.29888888888888904,0.9813362534034439,0.0015708169311280224
0.6666666666666667,-0.3011111111111113,0.9818554259128703,0.001469097043291741
0.6666666666666667,-0.3033333333333335,0.9823343363133467,0.0013674916179633489
0.6666666666666667,-0.30555555555555575,0.982776322900038,0.0012659910207047302
0.6666666666666667,-0.307777777777778,0.9831836741650807,0.00116457748789767
0.6666666666666667,-0.3100000000000002,0.9835600052731787,0.001063242669164691
0.6666666666666667,-0.31222222222222246,0.983908657782655,0.0009619752963057903
0.6666666666666667,-0.3144444444444447,0.9842327243850041,0.0008607622590081498
0.6666666666666667,-0.31666666666666693,0.9845348698858809,0.0007595886938960208
0.6666666666666667,-0.31888888888888917,0.9848169965001101,0.0006584380854251948
0.6666666666666667,-0.3211111111111114,0.9850795543060713,0.0005572757083179289
0.6666666666666667,-0.32333333333333364,0.9853199437787098,0.00045608358168824713
0.6666666666666667,-0.3255555555555559,0.9855281940266575,0.000354838386169596
0.6666666666666667,-0.3277777777777781,0.9857075876891895,0.00025353538399847163
0.6666666666666667,-0.33000000000000035,0.9858313210407504,0.00015215551340671342
0.6666666666666667,-0.3322222222222226,0.9859165870296218,5.072879890011393e-05
0.6655555555555557,-0.3333333333333333,1.0203299941739876,6.052711198508697e-05
0.6633333333333334,-0.3333333333333333,1.0205951306045578,0.00018167960162630603
0.6611111111111112,-0.3333333333333333,1.020589445247611,0.00030261457299111824
0.658888888888889,-0.3333333333333333,1.0204343294094556,0.0004230940361529598
0.6566666666666667,-0.3333333333333333,1.0202203725602916,0.0005430199330799485
0.6544444444444445,-0.3333333333333333,1.0199581192252472,0.0006622714320822871
0.6522222222222223,-0.3333333333333333,1.0196605874624172,0.0007807451028645943
0.65,-0.3333333333333333,1.0193333930710082,0.0008983247466238477
0.6477777777777778,-0.3333333333333333,1.0189789834562322,0.0010149278040810785
0.6455555555555555,-0.3333333333333333,1.0185981977192593,0.0011304607721645068
0.6433333333333333,-0.3333333333333333,1.018190934845262,0.0012448332015378594
0.6411111111111111,-0.3333333333333333,1.0177564725370198,0.001357957148476389
0.6388888888888888,-0.3333333333333333,1.0172936320951131,0.0014697466387907099
0.6366666666666666,-0.3333333333333333,1.016801643881409,0.0015801240784617892
0.6344444444444444,-0.3333333333333333,1.0162816526601397,0.0016890360342485568
0.6322222222222221,-0.3333333333333333,1.0157328442270555,0.0017964197274618803
0.6299999999999999,-0.3333333333333333,1.0151544164196726,0.0019022182911980123
0.6277777777777777,-0.3333333333333333,1.0145455501645608,0.002006380528365167
0.6255555555555554,-0.3333333333333333,1.0139053903843613,0.0021088606726703146
0.6233333333333332,-0.3333333333333333,1.013233033247465,0.002209618152933043
0.621111111111111,-0.3333333333333333,1.012527517629577,0.002308617361081371
0.6188888888888887,-0.3333333333333333,1.0117878194624914,0.0024058274241741135
0.6166666666666665,-0.3333333333333333,1.0110128481289409,0.0025012219807845977
0.6144444444444442,-0.3333333333333333,1.010201444360331,0.00259477896206839
0.612222222222222,-0.3333333333333333,1.009352379282349,0.002686480377824555
0.6099999999999998,-0.3333333333333333,1.0084637348516774,0.0027763051152350443
0.6077777777777775,-0.3333333333333333,1.0075143395338158,0.002864081857961597
0.6055555555555553,-0.3333333333333333,1.0065090828905405,0.002949839647952682
0.603333333333333,-0.3333333333333333,1.0054279315154633,0.0030333559586659814
0.6011111111111108,-0.3333333333333333,1.004254993644613,0.0031144842803130022
0.5988888888888886,-0.3333333333333333,1.0029820037527943,0.003193133189499924
0.5966666666666663,-0.3333333333333333,1.0015920468846606,0.003269124999297802
0.5944444444444441,-0.3333333333333333,1.0000599217247017,0.00334218353512739
0.5922222222222219,-0.3333333333333333,0.9983534111349475,0.0034119272602314457
0.5899999999999996,-0.3333333333333333,0.9964344048331105,0.0034779044365989948
0.5877777777777774,-0.3333333333333333,0.9942599254773965,0.0035395984364730167
0.5855555555555552,-0.3333333333333333,0.9917830996041871,0.003596438597723407
0.5833333333333329,-0.3333333333333333,0.988954105816661,0.0036478133703779195
0.5811111111111107,-0.3333333333333333,0.9856777401059686,0.0036925754670796367
0.5788888888888885,-0.3333333333333333,0.9818528059248021,0.0037294665056597453
0.5766666666666662,-0.3333333333333333,0.9773062127741595,0.003756295261138372
0.574444444444444,-0.3333333333333333,0.9718522558940192,0.003770806419499255
0.5722222222222217,-0.3333333333333333,0.9652214884294594,0.003769711481601427
0.5699999999999995,-0.3333333333333333,0.9570335239723186,0.0037485052563374648
0.5677777777777773,-0.3333333333333333,0.9467317148918503,0.0037008388684773618
0.565555555555555,-0.3333333333333333,0.9334466219352868,0.0036172330291226133
0.5633333333333328,-0.3333333333333333,0.915814080520908,0.003484000186194978
0.5611111111111106,-0.3333333333333333,0.8915360415497723,0.0032806095211665807
0.5588888888888883,-0.3333333333333333,0.856648964682421,0.002978185607458639
0.5566666666666661,-0.3333333333333333,0.8053597915521687,0.00255314033359037
0.44333333333333336,-0.3333333333333333,0.8053541728795269,0.002553093186927809
0.4411111111111111,-0.3333333333333333,0.8566453589743664,0.0029781520009012517
0.4388888888888889,-0.3333333333333333,0.8915338244374537,0.0032805897799287587
0.43666666666666665,-0.3333333333333333,0.9158126513592771,0.003483987538361734
0.4344444444444444,-0.3333333333333333,0.9334458148186381,0.003617228662691289
0.4322222222222222,-0.3333333333333333,0.9467309608967808,0.0037008335710859625
0.42999999999999994,-0.3333333333333333,0.9570328533234874,0.0037484997424819914
0.4277777777777777,-0.3333333333333333,0.9652209669927642,0.0037697076869868326
0.42555555555555546,-0.3333333333333333,0.9718520046111283,0.0037708069097684657
0.42333333333333323,-0.3333333333333333,0.9773061403121079,0.0037562986655614414
0.421111111111111,-0.3333333333333333,0.9818526739822967,0.003729468465302374
0.41888888888888876,-0.3333333333333333,0.985677468974233,0.0036925744820444045
0.4166666666666665,-0.3333333333333333,0.9889538893918821,0.0036478128736986744
0.4144444444444443,-0.3333333333333333,0.9917828762711954,0.003596437865365939
0.41222222222222205,-0.3333333333333333,0.9942597053393901,0.003539597614344568
0.4099999999999998,-0.3333333333333333,0.9964342177990314,0.003477904040278729
0.4077777777777776,-0.3333333333333333,0.9983532769816432,0.003411927626048442
0.40555555555555534,-0.3333333333333333,1.0000598515869887,0.0033421848439010938
0.4033333333333331,-0.3333333333333333,1.0015920442143105,0.0032691272936005962
0.40111111111111086,-0.3333333333333333,1.0029820647107928,0.00319313639855652
0.3988888888888886,-0.3333333333333333,1.0042551068702956,0.0031144881781619074
0.3966666666666664,-0.3333333333333333,1.005428077192196,0.0030333602137594977
0.39444444444444415,-0.3333333333333333,1.006509229956761,0.0029498437945351444
0.3922222222222219,-0.3333333333333333,1.007514446798943,0.0028640853015709047
0.3899999999999997,-0.3333333333333333,1.0084637449342821,0.0027763070957698213
0.38777777777777744,-0.3333333333333333,1.0093523296657398,0.0026864814940200958
0.3855555555555552,-0.3333333333333333,1.0102014207905128,0.002594780375589606
0.38333333333333297,-0.3333333333333333,1.0110128427036273,0.0025012235700010905
0.38111111111111073,-0.3333333333333333,1.011787826066397,0.0024058290989818483
0.3788888888888885,-0.3333333333333333,1.0125275317352276,0.0023086190576278257
0.37666666666666626,-0.3333333333333333,1.0132330517216832,0.0022096198287294864
0.374444444444444,-0.3333333333333333,1.0139054113004067,0.0021088623021029763
0.3722222222222218,-0.3333333333333333,1.014545572619906,0.0020063820986161718
0.36999999999999955,-0.3333333333333333,1.0151544403593438,0.0019022197985854167
0.3677777777777773,-0.3333333333333333,1.0157328702725226,0.0017964211742076048
0.3655555555555551,-0.3333333333333333,1.0162816819437592,0.0016890374256816531
0.36333333333333284,-0.3333333333333333,1.0168016778864988,0.0015801254206636271
0.3611111111111106,-0.3333333333333333,1.0172936725019737,0.00146974793668793
0.35888888888888837,-0.3333333333333333,1.01775652202104,0.0013579584116431617
0.35666666666666613,-0.3333333333333333,1.0181909963883107,0.0012448344369189624
0.3544444444444439,-0.3333333333333333,1.0185982739648305,0.0011304619791706798
0.35222222222222166,-0.3333333333333333,1.0189790764624165,0.0010149289740043988
0.3499999999999994,-0.3333333333333333,1.0193335041084117,0.0008983258630699088
0.3477777777777772,-0.3333333333333333,1.0196607168952583,0.0007807461432085684
0.34555555555555495,-0.3333333333333333,1.0199582665638613,0.0006622723695641509
0.3433333333333327,-0.3333333333333333,1.020220536912248,0.000543020738076444
0.3411111111111105,-0.3333333333333333,1.0204345110131352,0.00042309468345759325
0.33888888888888824,-0.3333333333333333,1.0205896699567678,0.0003026150658605734
0.336666666666666,-0.3333333333333333,1.0205954695428865,0.00018167995145476816
0.33444444444444377,-0.3333333333333333,1.0203306316464087,6.052728251266697e-05
0.3333333333333334,-0.3322222222222222,0.9859171214096821,5.072892231487995e-05
0.3333333333333334,-0.32999999999999996,0.9858315676816347,0.00015215574054757664
0.3333333333333334,-0.3277777777777777,0.9857077134822498,0.00025353566859820115
0.3333333333333334,-0.3255555555555555,0.9855282697622297,0.0003548387326236782
0.3333333333333334,-0.32333333333333325,0.9853200005268368,0.0004560840005570558
0.3333333333333334,-0.321111111111111,0.9850795973278288,0.0005572761937504074
0.3333333333333334,-0.3188888888888888,0.9848170285251934,0.0006584386305114386
0.3333333333333334,-0.31666666666666654,0.9845348925968903,0.0007595892939377186
0.3333333333333334,-0.3144444444444443,0.984232738994142,0.0008607629103633079
0.3333333333333334,-0.31222222222222207,0.9839086652739785,0.0009619759963598895
0.3333333333333334,-0.30999999999999983,0.9835600065014979,0.001063243416562706
0.3333333333333334,-0.3077777777777776,0.9831836698863802,0.0011645782826171039
0.3333333333333334,-0.30555555555555536,0.9827763137664741,0.0012659918639704184
0.3333333333333334,-0.3033333333333331,0.9823343227907516,0.0013674925115547054
0.3333333333333334,-0.3011111111111109,0.981855407575494,0.0014690979834463584
0.3333333333333334,-0.29888888888888865,0.9813362294707544,0.0015708179114562694
0.3333333333333334,-0.2966666666666664,0.9807738655207707,0.0016726644095895638
0.3333333333333334,-0.2944444444444442,0.9801657178988664,0.001774652086712556
0.3333333333333334,-0.29222222222222194,0.9795094557716751,0.0018767980657128376
0.3333333333333334,-0.2899999999999997,0.9788029778957176,0.001979122008572694
0.3333333333333334,-0.28777777777777747,0.9780443887657294,0.0020816461466452605
0.3333333333333334,-0.28555555555555523,0.9772319837628285,0.002184395315304635
0.3333333333333334,-0.283333333333333,0.9763642403296258,0.00228739699203443
0.3333333333333334,-0.28111111111111076,0.9754398131754151,0.0023906813369253157
0.3333333333333334,-0.2788888888888885,0.9744575321339605,0.0024942812344734924
0.3333333333333334,-0.2766666666666663,0.9734191739931262,0.002598262727323552
0.3333333333333334,-0.27444444444444405,0.9722862005841739,0.002702384104925987
0.3333333333333334,-0.2722222222222218,0.9710751989473213,0.002806808247531457
0.3333333333333334,-0.2699999999999996,0.9697540828186305,0.0029112296271211467
0.3333333333333334,-0.26777777777777734,0.9683021055790302,0.00301549250998346
0.3333333333333334,-0.2655555555555551,0.9667107908541689,0.0031195208323195034
0.3333333333333334,-0.26333333333333286,0.9649597414850081,0.003223115313356216
0.3333333333333334,-0.2611111111111106,0.9630172399400994,0.0033259305358908837
0.3333333333333334,-0.2588888888888884,0.9608429393904441,0.003427465490495874
0.3333333333333334,-0.25666666666666615,0.9583902329706179,0.003527121541675345
0.3333333333333334,-0.2544444444444439,0.9556083800267458,0.0036242119794832814
0.3333333333333334,-0.2522222222222217,0.9524444457240104,0.0037179809886996973
0.3333333333333334,-0.24999999999999947,0.9488450899574504,0.0038076257565691045
0.3333333333333334,-0.24777777777777726,0.9446984009983868,0.0038915826723065596
0.3333333333333334,-0.24555555555555506,0.9398893990814229,0.003968119111358604
0.3333333333333334,-0.24333333333333285,0.934218387489083,0.004034246153386096
0.3333333333333334,-0.24111111111111064,0.9274811024162029,0.004086929124751521
0.3333333333333334,-0.23888888888888843,0.9193820271344676,0.004121782072256064
0.3333333333333334,-0.23666666666666622,0.9095078742601319,0.004132858645369442
0.3333333333333334,-0.234444444444444,0.8972600647688054,0.004111894752228788
0.3333333333333334,-0.2322222222222218,0.8817106085223508,0.0040467370956456805
0.3333333333333334,-0.2299999999999996,0.861426670956846,0.003920276106549216
0.3333333333333334,-0.22777777777777738,0.8340285992930897,0.003707548241985903
0.3333333333333334,-0.22555555555555518,0.7954899750131373,0.003374737044008501
0.3333333333333334,-0.22333333333333297,0.7401454324746678,0.002896958655847649
0.3333333333333334,-0.11,0.8210128307083051,0.010656423594215517
0.3333333333333334,-0.10777777777777778,0.8666310281868592,0.012615840077111437
0.3333333333333334,-0.10555555555555556,0.8962433986489944,0.014137399032212826
0.3333333333333334,-0.10333333333333333,0.9158996827104358,0.015322012578281013
0.3333333333333334,-0.10111111111111111,0.929498453741923,0.016281026410504326
0.3333333333333334,-0.09888888888888889,0.9392298525880669,0.01708984385425404
0.3333333333333334,-0.09666666666666666,0.9463680482987347,0.017797255099892065
0.3333333333333334,-0.09444444444444444,0.9516947228630884,0.018435336476374953
0.3333333333333334,-0.09222222222222222,0.9557142951463078,0.019025877815573505
0.3333333333333334,-0.09,0.9587598890136337,0.019583704339657396
0.3333333333333334,-0.08777777777777777,0.9610661179676769,0.02011966982553371
0.3333333333333334,-0.08555555555555555,0.9627944802231463,0.02064133234325343
0.3333333333333334,-0.08333333333333333,0.9640645824390617,0.021154474451041842
0.3333333333333334,-0.0811111111111111,0.9649619875802485,0.0216632755367192
0.3333333333333334,-0.07888888888888888,0.965551093163059,0.02217096823664026
0.3333333333333334,-0.07666666666666666,0.9658812754182232,0.022680131898803052
0.3333333333333334,-0.07444444444444444,0.9659869464625873,0.023192552192936568
0.3333333333333334,-0.07222222222222222,0.9658940586442597,0.023709624879317086
0.3333333333333334,-0.06999999999999999,0.9656225380837584,0.024232478960166243
0.3333333333333334,-0.06777777777777777,0.9651865825200926,0.02476195843184549
0.3333333333333334,-0.06555555555555555,0.9645951793531565,0.025298613701384975
0.3333333333333334,-0.06333333333333332,0.9638530564231734,0.025842754687090522
0.3333333333333334,-0.0611111111111111,0.9629614864419087,0.026394452977778236
0.3333333333333334,-0.05888888888888888,0.9619193828888634,0.026953640772982703
0.3333333333333334,-0.05666666666666666,0.9607227506528977,0.027520009959185358
0.3333333333333334,-0.054444444444444434,0.9593632714083952,0.028092994242547898
0.3333333333333334,-0.05222222222222221,0.9578327188521687,0.028671954107317543
0.3333333333333334,-0.04999999999999999,0.9561094424307984,0.02925477587428198
0.3333333333333334,-0.047777777777777766,0.9541811420286492,0.02984039901803519
0.3333333333333334,-0.045555555555555544,0.9520299172494651,0.030427368541798845
0.3333333333333334,-0.04333333333333332,0.9496386132551179,0.0310139766057859
0.3333333333333334,-0.0411111111111111,0.9469752983356295,0.031596947730772845
0.3333333333333334,-0.038888888888888876,0.9439962048106094,0.03217156608106512
0.3333333333333334,-0.03666666666666665,0.9406485752560727,0.03273194372393832
0.3333333333333334,-0.03444444444444443,0.9368736443417627,0.033271368630097164
0.3333333333333334,-0.03222222222222221,0.9326094460274783,0.033782563077198444
0.3333333333333334,-0.029999999999999985,0.9277935444821538,0.03425792232463393
0.3333333333333334,-0.027777777777777762,0.9223342795180204,0.03468634143853351
0.3333333333333334,-0.02555555555555554,0.9160768564861408,0.03504927586151221
0.3333333333333334,-0.023333333333333317,0.9088952399103963,0.03533101186206278
0.3333333333333334,-0.021111111111111094,0.9005359936772646,0.035500689141673133
0.3333333333333334,-0.018888888888888872,0.890763578252198,0.035530524473964036
0.3333333333333334,-0.01666666666666665,0.879204312143808,0.0353772260260555
