Lambda,flux
0,0.9796154018772281
0.012345679012345678,0.9680714640299022
0.00411522633744856,0.9751015566967671
0.0013717421124828531,0.9779690102833887
0.0004572473708276177,0.979039224569139
0.00015241579027587258,0.9794180532336425
5.080526342529086e-05,0.9795485900359324
1.6935087808430286e-05,0.979592931109115
5.645029269476762e-06,0.9796078728018449
1.8816764231589208e-06,0.9796128846792898
6.272254743863069e-07,0.9796145613684071
2.0907515812876897e-07,0.9796151214397733
6.969171937625632e-08,0.9796153083554484
2.3230573125418773e-08,0.9796153707022657
7.743524375139592e-09,0.979615391492305
2.581174791713197e-09,0.9796153984288809
8.603915972377324e-10,0.9796154007374396
