Lambda,flux
0,0.9812944376465385
0.1111111111111111,0.8944552821707432
0.037037037037037035,0.9466028384523304
0.012345679012345678,0.9685378059049463
0.00411522633744856,0.9768202581047772
0.0013717421124828531,0.9797620427034525
0.0004572473708276177,0.980775954925084
0.00015241579027587258,0.9811201529192435
5.080526342529086e-05,0.9812360645223096
1.6935087808430286e-05,0.981274926632054
5.645029269476762e-06,0.9812879237445673
1.8816764231589208e-06,0.9812922643871402
6.272254743863069e-07,0.9812937128573617
2.0907515812876897e-07,0.9812941959867405
6.969171937625632e-08,0.9812943570888375
2.3230573125418773e-08,0.9812944108007015
7.743524375139592e-09,0.9812944287072793
2.581174791713197e-09,0.9812944346775991
8.603915972377324e-10,0.9812944366675979
