Lambda,flux
0.012345679012345675,0.9680714642268189
0.01652968026203051,0.9649979778329281
0.022131656694761862,0.9611991903399817
0.029632165915508712,0.9565154908166592
0.03967462847243862,0.9507498008426095
0.053120522776305294,0.9436600735883075
0.07112328580438315,0.934951393561471
0.09522725905604887,0.9242681296683708
0.1275001676985091,0.911187269116147
0.17071049743834185,0.8952146161293675
0.22856498514226561,0.8757862203104867
0.30602659600329,0.8522790263287953
0.4097402644725698,0.8240372591598365
0.5486029205391234,0.7904229718449165
0.7345267002535554,0.7508984507404163
0.9834608114283645,0.7051436780562965
1.3167597138149842,0.6532023468854999
1.7630149811540443,0.5956325995790566
2.360507988787337,0.5336147590711247
3.1604938271604937,0.4689516015943417
