Lambda,flux
0,0.9923056596670241
2.7439999999999993,0.4721131247104504
5.487999999999999,0.3195361672120862
10.975999999999997,0.19468679316434645
21.951999999999995,0.10940557676634277
43.90399999999999,0.058335111545289794
87.80799999999998,0.030171935690337878
175.61599999999996,0.015350629095015191
351.2319999999999,0.007743283880868379
702.4639999999998,0.003888867033076329
1404.9279999999997,0.0019487693624802484
2809.8559999999993,0.000975472333697593
5619.711999999999,0.000488008548025711
11239.423999999997,0.00024407241066962015
22478.847999999994,0.0001220532564412006
44957.69599999999,6.1030892788696396e-05
