Lambda,flux
0,0.9923056596670241
0.008000000000000004,0.9846016810045757
0.010877435572438605,0.9822807404858169
0.014789825579069075,0.9793223162923789
0.020109421857991024,0.9755628174120394
0.027342367582410727,0.9707947057095188
0.037176855221950786,0.9647560054192237
0.05054860593283088,0.9571206599596231
0.0687299005388694,0.9474896194696949
0.09345063312645807,0.9353811742561123
0.12706290512958043,0.9202222550884506
0.17276482052423608,0.9013447737227882
0.2349047755545369,0.8779968407072778
0.31939519521907794,0.8493799490384268
0.434275082267746,0.814721643510342
0.5904749035103597,0.7733833430397217
0.8028565900094788,0.725000700408866
1.091627603966982,0.6696462001415231
1.484263616405796,0.6079942778158299
2.018122732496094,0.5414428626800298
2.7439999999999998,0.4721131247106446
