Lambda,flux
0,0.9922592787174691
0.0016000000000000005,0.9905861471836193
0.002410101646981061,0.9898846898825904
0.0036303687179880134,0.9889148979076068
0.005468473516482144,0.9875787676529717
0.008237235642841205,0.9857384111369518
0.012407859493364185,0.9832050072572673
0.01869012662529162,0.9797196387072047
0.028153190601187435,0.9749290565511481
0.04240753189730846,0.9683502951579787
0.06387903904381562,0.9593310715459725
0.0962218607544172,0.9470094783082006
0.14494029067487696,0.9302734185564115
0.21832552079339662,0.907725155009937
0.3288666857763518,0.8776796769353011
0.4953763381417427,0.838268205403432
0.7461920802692878,0.7877185261367206
1.1239992260132714,0.7248311409133293
1.693095241137514,0.649614835071737
2.5503322682258234,0.5639638004250875
3.8415999999999992,0.47205318736130913
