Lambda,flux
0.012345679012345678,0.9640501718672855
0.00411522633744856,0.9708309656048082
0.0013717421124828531,0.973867711979707
0.0004572473708276177,0.9750606886144
0.00015241579027587258,0.9754978303871904
5.080526342529086e-05,0.9756530213955814
1.6935087808430286e-05,0.9757069537898341
5.645029269476762e-06,0.9757256225309736
1.8816764231589208e-06,0.9757315785741828
6.272254743863069e-07,0.9757336825472442
2.0907515812876897e-07,0.9757343792575467
6.969171937625632e-08,0.9757346026046547
2.3230573125418773e-08,0.975734681832128
7.743524375139592e-09,0.9757347082468976
2.581174791713197e-09,0.9757347170524588
8.603915972377324e-10,0.9757347199876837
