Lambda,flux
0.012345679012345675,0.9640501718672855
0.01732473342973221,0.9608289118885877
0.024311857461313733,0.9569228699287093
0.03411691242561144,0.9522032059862207
0.04787637947075815,0.946521880848804
0.06718508646483871,0.939711048087202
0.09428106079000405,0.9314692507828296
0.13230493389839504,0.9215235114660796
0.1856639646094708,0.9095128819567461
0.2605428742436717,0.8950194491146538
0.36562070330631613,0.8775720431464232
0.513076778915024,0.8561978223496881
0.720002392318764,0.8303821624652128
1.010381810771056,0.7989937157249826
1.4178722382425535,0.761133056886119
1.989704943762569,0.7161274993434891
2.792159728115054,0.663104602431685
3.9182472616089785,0.6022694688909873
5.498489734851452,0.5343754640964519
7.716049382716051,0.4622998625069489
