Lambda,flux
3.0517578125e-05,0.9761932369968419
6.103515625e-05,0.9761495059227969
0.0001220703125,0.9760635349242193
0.000244140625,0.9758953293904284
0.00048828125,0.9755682892463711
0.0009765625,0.97493780738483
0.001953125,0.9737368907170029
0.00390625,0.9714907955340082
0.0078125,0.9674110185476836
0.015625,0.960333901549407
0.03125,0.9487925437529804
0.0625,0.9310666244479555
0.125,0.9047924380520744
0.25,0.8662947211092299
0.5,0.8103073662575204
1.0,0.7304117413974984
2.0,0.6213607577146695
4.0,0.48525786386620734
8.0,0.34062878811892433
16.0,0.21407253966354664
32.0,0.12298905582232134
64.0,0.0664685655115127
128.0,0.034638002493821346
256.0,0.017693196107215384
512.0,0.008943329958499543
