Lambda,flux
0.0041152263374485566,0.9711579340590314
0.006285404052666931,0.9695991016025038
0.009600031897583513,0.9676107267582967
0.014662639292937207,0.9650891597829957
0.022395028821612897,0.9618950977399929
0.034205118594334935,0.9578411147150359
0.05224329682145301,0.95270029853775
0.07979396578459694,0.94614060203814
0.12187356776877205,0.9379436292380297
0.18614398187433692,0.9273973353820696
0.284307603546762,0.9137749324202473
0.43423812373945303,0.8964316064688962
0.66323498125419,0.8745330649575327
1.0129940608880723,0.846483332835452
1.547199705078924,0.8103870863885191
2.363120397070924,0.7641143395564292
3.6093194645275446,0.7064458102458604
5.512705579099793,0.6362619589425377
8.41984842309214,0.5543401144189224
12.860082304526754,0.46422438089637297
